Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,SH_DYN_NMRT,,PT,23
2019,SH_DYN_NMRT,,PT,16
2019,SH_DYN_NMRT,NP1,PT,20
2019,SH_DYN_NMRT,NP2,PT,10
2019,SH_DYN_NMRT,NP3,PT,9
2019,SH_DYN_NMRT,NP4,PT,18
2019,SH_DYN_NMRT,NP5,PT,22
2019,SH_DYN_NMRT,NP6,PT,11
2019,SH_DYN_NMRT,NP7,PT,25
