Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SH_DTH_NCOM,,PT,2.8
2018,SH_DTH_NCOM,,PT,2.34
2019,SH_DTH_NCOM,,PT,2.35
2020,SH_DTH_NCOM,,PT,2.15
2022,SH_DTH_NCOM,,PT,1.96
