Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SH_STA_TRAF,,PT,19.86
2018,SH_STA_TRAF,,PT,9.93
2019,SH_STA_TRAF,,PT,8.94
2020,SH_STA_TRAF,,PT,7.45
2022,SH_STA_TRAF,,PT,4.96
