Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2006,SI_POV_NMPI,,PT,59.4
2011,SI_POV_NMPI,,PT,39.1
2014,SI_POV_NMPI,,PT,30.1
2019,SI_POV_NMPI,,PT,17.4
2019,SI_POV_NMPI,NP1,PT,15.9
2019,SI_POV_NMPI,NP2,PT,24.2
2019,SI_POV_NMPI,NP3,PT,7.0
2019,SI_POV_NMPI,NP4,PT,9.6
2019,SI_POV_NMPI,NP5,PT,18.2
2019,SI_POV_NMPI,NP6,PT,39.5
2019,SI_POV_NMPI,NP7,PT,24.2
