Year,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2018,SL_TLF_CHLDEC,,,PT,15.29
2018,SL_TLF_CHLDEC,,M,PT,13.88
2018,SL_TLF_CHLDEC,,F,PT,16.77
