Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,ER_PTD_FRHWTR,,PT,23.39
2016,ER_PTD_FRHWTR,,PT,23.39
2017,ER_PTD_FRHWTR,,PT,23.39
2018,ER_PTD_FRHWTR,,PT,23.39
2019,ER_PTD_FRHWTR,,PT,23.39
2020,ER_PTD_FRHWTR,,PT,23.39
2021,ER_PTD_FRHWTR,,PT,23.39
2022,ER_PTD_FRHWTR,,PT,23.39
