Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SH_STA_WASH,,PER_100000_POP,37.7
2018,SH_STA_WASH,,PER_100000_POP,35.09
2019,SH_STA_WASH,,PER_100000_POP,33.35
2020,SH_STA_WASH,,PER_100000_POP,30.74
2022,SH_STA_WASH,,PER_100000_POP,26.39
