Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2019,SH_H2O_SAFE,,PT,19.1
2019,SH_H2O_SAFE,NP1,PT,34.7
2019,SH_H2O_SAFE,NP2,PT,24.5
2019,SH_H2O_SAFE,NP3,PT,14.9
2019,SH_H2O_SAFE,NP4,PT,10.5
2019,SH_H2O_SAFE,NP5,PT,14.8
2019,SH_H2O_SAFE,NP6,PT,3.5
2019,SH_H2O_SAFE,NP7,PT,14.7
