Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SH_STA_SCIDE,,PT,1090
2016,SH_STA_SCIDE,,PT,1186
2017,SH_STA_SCIDE,,PT,1215
2018,SH_STA_SCIDE,,PT,1363
