Year,Value,UNIT_MEASURE,SERIES
2019,39.2,PT,_L_NP_04_01_01_1
2019,14.5,PT,_L_NP_04_01_01_2
2019,19.9,PT,_L_NP_04_01_01_3
2019,36.8,PT,_L_NP_04_01_01_4
2019,13.7,PT,_L_NP_04_01_01_5
2019,19.7,PT,_L_NP_04_01_01_6
