Year,Value,UNIT_MEASURE,SERIES
2015,19.86,PT,SH_STA_TRAF
2018,9.93,PT,SH_STA_TRAF
2019,8.94,PT,SH_STA_TRAF
2020,7.45,PT,SH_STA_TRAF
2022,4.96,PT,SH_STA_TRAF
