Year,Value,UNIT_MEASURE,SERIES
2015,23.39,PT,ER_PTD_FRHWTR
2016,23.39,PT,ER_PTD_FRHWTR
2017,23.39,PT,ER_PTD_FRHWTR
2018,23.39,PT,ER_PTD_FRHWTR
2019,23.39,PT,ER_PTD_FRHWTR
2020,23.39,PT,ER_PTD_FRHWTR
2021,23.39,PT,ER_PTD_FRHWTR
2022,23.39,PT,ER_PTD_FRHWTR
