Year,Value,UNIT_MEASURE,SERIES
2014,11.3,PT,SH_STA_WAST
2019,12.0,PT,SH_STA_WAST
2014,2.1,PT,SN_STA_OVWGT
2019,2.6,PT,SN_STA_OVWGT
2014,3.2,PT,_L_NP_02_02_02_1
2019,2.9,PT,_L_NP_02_02_02_1
2019,1.0,PT,_L_NP_02_02_02_2
