Year,Value,UNIT_MEASURE,SERIES
2006,59.4,PT,SI_POV_NMPI
2011,39.1,PT,SI_POV_NMPI
2014,30.1,PT,SI_POV_NMPI
2019,17.4,PT,SI_POV_NMPI
