Year,Value,UNIT_MEASURE,SERIES
2015,0.53,PER_100000_POP,SH_STA_POISN
2018,0.493308,PER_100000_POP,SH_STA_POISN
2019,0.468846,PER_100000_POP,SH_STA_POISN
2020,0.432154,PER_100000_POP,SH_STA_POISN
2022,0.371,PER_100000_POP,SH_STA_POISN
