Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,SP_DYN_ADKL,,PER_1000_POP,71
2019,SP_DYN_ADKL,,PER_1000_POP,63
2022,SP_DYN_ADKL,,PER_1000_POP,51
