Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,SE_PRE_PARTN,,PT,50.7
2019,SE_PRE_PARTN,,PT,82.9
2019,SE_PRE_PARTN,NP1,PT,81.4
2019,SE_PRE_PARTN,NP2,PT,71.5
2019,SE_PRE_PARTN,NP3,PT,96.6
2019,SE_PRE_PARTN,NP4,PT,97.9
2019,SE_PRE_PARTN,NP5,PT,81.3
2019,SE_PRE_PARTN,NP6,PT,82.1
2019,SE_PRE_PARTN,NP7,PT,80.0
