Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,EG_ACS_ELEC,,PT,84.9
2019,EG_ACS_ELEC,,PT,89.9
2019,EG_ACS_ELEC,NP1,PT,88.5
2019,EG_ACS_ELEC,NP2,PT,96.3
2019,EG_ACS_ELEC,NP3,PT,97.4
2019,EG_ACS_ELEC,NP4,PT,98.9
2019,EG_ACS_ELEC,NP5,PT,90.8
2019,EG_ACS_ELEC,NP6,PT,44.9
2019,EG_ACS_ELEC,NP7,PT,77.1
