Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SH_STA_POISN,,PER_100000_POP,0.53
2018,SH_STA_POISN,,PER_100000_POP,0.493308
2019,SH_STA_POISN,,PER_100000_POP,0.468846
2020,SH_STA_POISN,,PER_100000_POP,0.432154
2022,SH_STA_POISN,,PER_100000_POP,0.371
